id,lang,bName,sNum,sProportion,langRank
2612,West Central Asian Language: Kurdish,Waltham Forest,330,0.00134463,33
2613,East Asian Language: Mandarin Chinese,Waltham Forest,328,0.00133648,34
2614,African Language: African language (all other),Waltham Forest,305,0.00124277,35
2615,South Asian Language: Hindi,Waltham Forest,282,0.00114905,36
2616,African Language: Afrikaans,Waltham Forest,280,0.0011409,37
2617,East Asian Language: East Asian Language (all other),Waltham Forest,271,0.00110423,38
2618,East Asian Language: Vietnamese,Waltham Forest,219,8.92E-04,39
2619,Other European Language (non EU): Ukrainian,Waltham Forest,206,8.39E-04,40
2620,East Asian Language: Cantonese Chinese,Waltham Forest,205,8.35E-04,41
2621,South Asian Language: Malayalam,Waltham Forest,193,7.86E-04,42
2622,West or Central Asian Language: West or Central Asian Language (all other),Waltham Forest,174,7.09E-04,43
2623,South Asian Language: Sinhala,Waltham Forest,173,7.05E-04,44
2624,African Language: Yoruba,Waltham Forest,165,6.72E-04,45
2625,African Language: Igbo,Waltham Forest,165,6.72E-04,46
2626,South Asian Language: South Asian Language (all other),Waltham Forest,144,5.87E-04,47
2627,East Asian Language: Japanese,Waltham Forest,144,5.87E-04,48
2628,East Asian Language: Thai,Waltham Forest,142,5.79E-04,49
2629,African Language: Amharic,Waltham Forest,142,5.79E-04,50
2630,Other European Language (EU): Dutch,Waltham Forest,131,5.34E-04,51
2631,African Language: Lingala,Waltham Forest,123,5.01E-04,52
2632,Other European Language (EU): Swedish,Waltham Forest,116,4.73E-04,53
2633,South Asian Language: Nepalese,Waltham Forest,107,4.36E-04,54
2634,African Language: Shona,Waltham Forest,103,4.20E-04,55
2635,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Waltham Forest,100,4.07E-04,56
2636,African Language: Tigrinya,Waltham Forest,100,4.07E-04,57
2637,African Language: West African language (all other),Waltham Forest,97,3.95E-04,58
2638,African Language: Any other Nigerian language,Waltham Forest,91,3.71E-04,59
2639,Sign Language: British sign language,Waltham Forest,88,3.59E-04,60
2640,East Asian Language: Malay,Waltham Forest,83,3.38E-04,61
2641,South Asian Language: Telugu,Waltham Forest,82,3.34E-04,62
2642,Other European Language (non EU): Northern European Language (non EU),Waltham Forest,63,2.57E-04,63
2643,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Waltham Forest,61,2.49E-04,64
2644,African Language: Luganda,Waltham Forest,61,2.49E-04,65
2645,Other European Language (EU): Danish,Waltham Forest,52,2.12E-04,66
2646,Other European Language (EU): Estonian,Waltham Forest,39,1.59E-04,67
2647,Other European Language (EU): Any other European Language (EU),Waltham Forest,39,1.59E-04,68
2648,Other UK language: Total,Waltham Forest,34,1.39E-04,69
2649,Other European Language (EU): Finnish,Waltham Forest,34,1.39E-04,70
2650,East Asian Language: Korean,Waltham Forest,26,1.06E-04,71
2651,South Asian Language: Marathi,Waltham Forest,21,8.56E-05,72
2652,Welsh Cymraeg (in England only),Waltham Forest,19,7.74E-05,73
2653,Other European Language (non-national): Romani language (any),Waltham Forest,19,7.74E-05,74
2654,African Language: Krio,Waltham Forest,17,6.93E-05,75
2655,Other European Language (non EU): Any other Eastern European Language (non EU),Waltham Forest,15,6.11E-05,76
2656,Sign Language: Sign Language (all other),Waltham Forest,15,6.11E-05,77
2657,Other European Language (EU): Maltese,Waltham Forest,14,5.71E-05,78
2658,West or Central Asian Language: Hebrew,Waltham Forest,14,5.71E-05,79
2659,Other European Language (EU): Slovenian,Waltham Forest,11,4.48E-05,80
2660,Sign Language: Any Sign Communication System,Waltham Forest,9,3.67E-05,81
2661,North-South American language (any),Waltham Forest,8,3.26E-05,82
2662,Caribbean Creole: Caribbean Creole (English-based),Waltham Forest,5,2.04E-05,83
2663,Oceanic - Australian language (any),Waltham Forest,3,1.22E-05,84
2664,Caribbean Creole: Caribbean Creole (all other),Waltham Forest,2,8.15E-06,85
2665,Other European Language (non-national): Yiddish,Waltham Forest,0,0,86
2666,English (English or Welsh if in Wales),Wandsworth,241942,0.82579698,1
2667,Other European Language (EU): Polish,Wandsworth,6191,0.02113114,2
2668,South Asian Language: Urdu,Wandsworth,4716,0.01609666,3
2669,French,Wandsworth,4181,0.0142706,4
2670,Spanish,Wandsworth,3400,0.01160489,5
2671,Portuguese,Wandsworth,3009,0.01027033,6
2672,Other European Language (EU): Italian,Wandsworth,2897,0.00988805,7
2673,African Language: Somali,Wandsworth,2343,0.00799713,8
2674,Other European Language (EU): German,Wandsworth,1645,0.00561472,9
2675,Arabic,Wandsworth,1550,0.00529046,10
2676,South Asian Language: Gujarati,Wandsworth,1459,0.00497986,11
2677,East Asian Language: Tagalog-Filipino,Wandsworth,1404,0.00479214,12
2678,South Asian Language: Tamil,Wandsworth,1166,0.00397979,13
2679,Russian,Wandsworth,957,0.00326643,14
2680,East Asian Language: All other Chinese,Wandsworth,766,0.00261451,15
2681,Other European Language (EU): Hungarian,Wandsworth,745,0.00254284,16
2682,West or Central Asian Language: Persian-Farsi,Wandsworth,739,0.00252236,17
2683,Turkish,Wandsworth,727,0.0024814,18
2684,South Asian Language: Bengali (with Sylheti and Chatgaya),Wandsworth,656,0.00223906,19
2685,Other European Language (EU): Bulgarian,Wandsworth,642,0.00219128,20
2686,Other European Language (EU): Swedish,Wandsworth,579,0.00197624,21
2687,South Asian Language: Panjabi,Wandsworth,549,0.00187385,22
2688,East Asian Language: Japanese,Wandsworth,547,0.00186702,23
2689,Other European Language (EU): Slovak,Wandsworth,542,0.00184996,24
2690,Other European Language (EU): Greek,Wandsworth,510,0.00174073,25
2691,Other European Language (EU): Dutch,Wandsworth,502,0.00171343,26
2692,Other European Language (EU): Lithuanian,Wandsworth,456,0.00155642,27
2693,East Asian Language: Thai,Wandsworth,426,0.00145402,28
2694,African Language: Akan,Wandsworth,370,0.00126288,29
2695,Other European Language (EU): Czech,Wandsworth,368,0.00125606,30
2696,West-Central Asian Language: Pashto,Wandsworth,354,0.00120827,31
2697,Other European Language (non EU): Albanian,Wandsworth,353,0.00120486,32
2698,Other European Language (EU): Romanian,Wandsworth,346,0.00118097,33
2699,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Wandsworth,342,0.00116732,34
2700,African Language: Afrikaans,Wandsworth,300,0.00102396,35
2701,East Asian Language: Cantonese Chinese,Wandsworth,282,9.63E-04,36
2702,Other European Language (non EU): Northern European Language (non EU),Wandsworth,278,9.49E-04,37
2703,South Asian Language: Hindi,Wandsworth,269,9.18E-04,38
2704,Other Languages: All other languages,Wandsworth,256,8.74E-04,39
2705,African Language: Tigrinya,Wandsworth,251,8.57E-04,40
2706,East Asian Language: Korean,Wandsworth,224,7.65E-04,41
2707,Other European Language (EU): Danish,Wandsworth,213,7.27E-04,42
2708,South Asian Language: South Asian Language (all other),Wandsworth,210,7.17E-04,43
2709,African Language: African language (all other),Wandsworth,210,7.17E-04,44
2710,West Central Asian Language: Kurdish,Wandsworth,182,6.21E-04,45
2711,African Language: Amharic,Wandsworth,182,6.21E-04,46
2712,Other European Language (EU): Latvian,Wandsworth,157,5.36E-04,47
2713,South Asian Language: Malayalam,Wandsworth,145,4.95E-04,48
2714,East Asian Language: Vietnamese,Wandsworth,145,4.95E-04,49
2715,African Language: West African language (all other),Wandsworth,137,4.68E-04,50
2716,East Asian Language: Mandarin Chinese,Wandsworth,133,4.54E-04,51
2717,African Language: Yoruba,Wandsworth,132,4.51E-04,52
2718,West or Central Asian Language: West or Central Asian Language (all other),Wandsworth,130,4.44E-04,53
2719,Sign Language: British sign language,Wandsworth,128,4.37E-04,54
2720,East Asian Language: East Asian Language (all other),Wandsworth,127,4.33E-04,55
2721,African Language: Luganda,Wandsworth,121,4.13E-04,56
2722,Other European Language (EU): Finnish,Wandsworth,116,3.96E-04,57
2723,South Asian Language: Nepalese,Wandsworth,112,3.82E-04,58
2724,African Language: Igbo,Wandsworth,100,3.41E-04,59
2725,South Asian Language: Sinhala,Wandsworth,89,3.04E-04,60
2726,Other European Language (non EU): Ukrainian,Wandsworth,82,2.80E-04,61
2727,Other European Language (non EU): Any other Eastern European Language (non EU),Wandsworth,81,2.76E-04,62
2728,Welsh Cymraeg (in England only),Wandsworth,80,2.73E-04,63
2729,Other European Language (EU): Any other European Language (EU),Wandsworth,74,2.53E-04,64
2730,African Language: Swahili-Kiswahili,Wandsworth,73,2.49E-04,65
2731,Other European Language (EU): Estonian,Wandsworth,67,2.29E-04,66
2732,African Language: Any other Nigerian language,Wandsworth,65,2.22E-04,67
2733,East Asian Language: Malay,Wandsworth,61,2.08E-04,68
2734,Other European Language (EU): Maltese,Wandsworth,55,1.88E-04,69
2735,South Asian Language: Marathi,Wandsworth,42,1.43E-04,70
2736,Other UK language: Total,Wandsworth,40,1.37E-04,71
2737,West or Central Asian Language: Hebrew,Wandsworth,40,1.37E-04,72
2738,African Language: Lingala,Wandsworth,39,1.33E-04,73
2739,South Asian Language: Telugu,Wandsworth,33,1.13E-04,74
2740,African Language: Shona,Wandsworth,28,9.56E-05,75
2741,Sign Language: Any Sign Communication System,Wandsworth,26,8.87E-05,76
2742,Other European Language (EU): Slovenian,Wandsworth,24,8.19E-05,77
2743,Sign Language: Sign Language (all other),Wandsworth,23,7.85E-05,78
2744,African Language: Krio,Wandsworth,11,3.76E-05,79
2745,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Wandsworth,7,2.39E-05,80
2746,Oceanic - Australian language (any),Wandsworth,6,2.05E-05,81
2747,North-South American language (any),Wandsworth,6,2.05E-05,82
2748,Caribbean Creole: Caribbean Creole (English-based),Wandsworth,4,1.37E-05,83
2749,Other European Language (non-national): Romani language (any),Wandsworth,3,1.02E-05,84
2750,Other European Language (non-national): Yiddish,Wandsworth,2,6.83E-06,85
2751,Caribbean Creole: Caribbean Creole (all other),Wandsworth,0,0,86
2752,English (English or Welsh if in Wales),Westminster,146205,0.69171157,1
2753,Arabic,Westminster,11971,0.05663609,2
2754,French,Westminster,6350,0.03004253,3
2755,Spanish,Westminster,4745,0.02244911,4
2756,Other European Language (EU): Italian,Westminster,3745,0.017718,5
2757,Portuguese,Westminster,3575,0.01691371,6
2758,South Asian Language: Bengali (with Sylheti and Chatgaya),Westminster,2977,0.01408451,7
2759,Other European Language (EU): Greek,Westminster,2304,0.01090047,8
2760,Other European Language (EU): German,Westminster,2278,0.01077746,9
2761,Russian,Westminster,2158,0.01020973,10
2762,West Central Asian Language: Kurdish,Westminster,2146,0.01015296,11
2763,West or Central Asian Language: Persian-Farsi,Westminster,2065,0.00976974,12
2764,East Asian Language: Japanese,Westminster,1598,0.00756031,13
2765,East Asian Language: All other Chinese,Westminster,1549,0.00732849,14
2766,Other European Language (non EU): Albanian,Westminster,1325,0.00626872,15
2767,Other European Language (EU): Polish,Westminster,1315,0.00622141,16
2768,East Asian Language: Tagalog-Filipino,Westminster,1238,0.00585711,17
2769,Other European Language (EU): Swedish,Westminster,1085,0.00513325,18
2770,Turkish,Westminster,834,0.00394574,19
2771,Other European Language (EU): Dutch,Westminster,804,0.00380381,20
2772,African Language: Somali,Westminster,752,0.00355779,21
2773,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Westminster,552,0.00261157,22
2774,East Asian Language: Cantonese Chinese,Westminster,546,0.00258318,23
2775,West or Central Asian Language: West or Central Asian Language (all other),Westminster,478,0.00226147,24
2776,South Asian Language: Urdu,Westminster,470,0.00222362,25
2777,Other European Language (non EU): Northern European Language (non EU),Westminster,405,0.0019161,26
2778,Other European Language (EU): Bulgarian,Westminster,398,0.00188298,27
2779,African Language: Tigrinya,Westminster,396,0.00187352,28
2780,African Language: Amharic,Westminster,388,0.00183567,29
2781,South Asian Language: Hindi,Westminster,384,0.00181675,30
2782,East Asian Language: Malay,Westminster,384,0.00181675,31
2783,East Asian Language: Korean,Westminster,383,0.00181201,32
2784,East Asian Language: Thai,Westminster,357,0.00168901,33
2785,Other European Language (EU): Danish,Westminster,342,0.00161804,34
2786,Other European Language (EU): Romanian,Westminster,338,0.00159911,35
2787,Other European Language (EU): Hungarian,Westminster,308,0.00145718,36
2788,East Asian Language: Mandarin Chinese,Westminster,276,0.00130579,37
2789,West or Central Asian Language: Hebrew,Westminster,271,0.00128213,38
2790,Other European Language (EU): Lithuanian,Westminster,262,0.00123955,39
2791,East Asian Language: East Asian Language (all other),Westminster,254,0.0012017,40
2792,South Asian Language: Gujarati,Westminster,220,0.00104084,41
2793,Other Languages: All other languages,Westminster,215,0.00101719,42
2794,Other European Language (EU): Finnish,Westminster,196,9.27E-04,43
2795,Other European Language (EU): Slovak,Westminster,195,9.23E-04,44
2796,West-Central Asian Language: Pashto,Westminster,176,8.33E-04,45
2797,African Language: African language (all other),Westminster,176,8.33E-04,46
2798,Other European Language (EU): Czech,Westminster,155,7.33E-04,47
2799,South Asian Language: South Asian Language (all other),Westminster,135,6.39E-04,48
2800,South Asian Language: Tamil,Westminster,129,6.10E-04,49
2801,Other European Language (EU): Any other European Language (EU),Westminster,119,5.63E-04,50
2802,Other European Language (EU): Latvian,Westminster,111,5.25E-04,51
2803,Other European Language (non EU): Ukrainian,Westminster,96,4.54E-04,52
2804,East Asian Language: Vietnamese,Westminster,89,4.21E-04,53
2805,South Asian Language: Sinhala,Westminster,77,3.64E-04,54
2806,South Asian Language: Nepalese,Westminster,76,3.60E-04,55
2807,African Language: Afrikaans,Westminster,69,3.26E-04,56
2808,African Language: Any other Nigerian language,Westminster,65,3.08E-04,57
2809,South Asian Language: Malayalam,Westminster,63,2.98E-04,58
2810,Sign Language: British sign language,Westminster,62,2.93E-04,59
2811,African Language: Lingala,Westminster,61,2.89E-04,60
2812,South Asian Language: Panjabi,Westminster,60,2.84E-04,61
2813,Welsh Cymraeg (in England only),Westminster,51,2.41E-04,62
2814,African Language: Yoruba,Westminster,51,2.41E-04,63
2815,Other European Language (EU): Slovenian,Westminster,49,2.32E-04,64
2816,Other European Language (EU): Estonian,Westminster,47,2.22E-04,65
2817,African Language: Swahili-Kiswahili,Westminster,47,2.22E-04,66
2818,African Language: West African language (all other),Westminster,42,1.99E-04,67
2819,African Language: Igbo,Westminster,39,1.85E-04,68
2820,African Language: Akan,Westminster,38,1.80E-04,69
2821,Other UK language: Total,Westminster,37,1.75E-04,70
2822,Other European Language (non EU): Any other Eastern European Language (non EU),Westminster,36,1.70E-04,71
2823,Oceanic - Australian language (any),Westminster,29,1.37E-04,72
2824,Other European Language (EU): Maltese,Westminster,28,1.32E-04,73
2825,South Asian Language: Marathi,Westminster,23,1.09E-04,74
2826,South Asian Language: Telugu,Westminster,22,1.04E-04,75
2827,African Language: Luganda,Westminster,16,7.57E-05,76
2828,Sign Language: Sign Language (all other),Westminster,13,6.15E-05,77
2829,African Language: Shona,Westminster,12,5.68E-05,78
2830,Sign Language: Any Sign Communication System,Westminster,12,5.68E-05,79
2831,Other European Language (non-national): Yiddish,Westminster,6,2.84E-05,80
2832,African Language: Krio,Westminster,4,1.89E-05,81
2833,North-South American language (any),Westminster,3,1.42E-05,82
2834,Caribbean Creole: Caribbean Creole (English-based),Westminster,2,9.46E-06,83
2835,Caribbean Creole: Caribbean Creole (all other),Westminster,2,9.46E-06,84
2836,Other European Language (non-national): Romani language (any),Westminster,1,4.73E-06,85
2837,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Westminster,1,4.73E-06,86
